,0
SLC13A5,3.123348986189459
SLC16A11,25.265570708797327
SLC28A1,9.204035162392922
SLC30A10,2.392560864812633
SLC34A3,13.57364680772694
SLC35F6,3.1084001531307885
SMAD5-AS1,3.775363725674097
SNAR-I,9.920815684063495
SNORA11,2.0766591623982666
SNORA20,3.3297471721747445
SNORA31,3.2865989451702613
SNORA38,2.95360673593385
SNORA46,2.5015895902576513
SNORA53,5.155211413315637
SNORA65,2.663727376774344
SNORD101,28.09800534967152
SNORD113-7,2.6439823059310177
SNORD113-9,11.96685667936772
SNORD114-17,88.95550420890466
SNORD126,3.33168077079808
SNORD18C,2.126542749443537
SNORD59B,35.78996734071441
SNORD70,3.065886760367971
SNORD84,2.0173394496462573
SNX31,3.8851816824387835
SPDYE2,7.321662873545071
SPICE1,2.0371166252264765
SPRR2C,2.536989987062738
STEAP3,2.9125169940216225
SYNPR,3.273828124336613
SYT17,2.0566751403684456
TCP11L2,3.7540927837859597
TEX11,2.167435405633237
TFF1,2.0041932942599954
TINAG,10.753072272722493
TM4SF19,2.204366493150779
TMEM260,3.3949802361433776
TMEM74,7.440045608034806
TMTC4,31.401774004721492
TNFRSF18,3.438585512569422
TNNT2,2.1602350644942656
TRIM43B,2.512814347572171
TRPM3,6.715681336857382
TSHB,5.450926331614226
TSPY8,5.480785873800642
TSSC2,2.8540984652815258
TTC12,3.1363783233910394
TTTY17A,23.217187245775776
TTTY18,6.071069166175608
TTTY7B,9.06477796598357
TUBB8,2.987523655810037
UBE2Q2P2,2.6449839863735205
UBXN10,3.798575043002676
VANGL2,2.374177425506752
VHLL,3.094593692332211
VTRNA2-1,2.6092908414608407
DNAI3,3.2024934342758575
WNT11,2.136234608201188
WNT3A,3.068989056422615
ZBTB1,2.2455688375360414
RTL3,2.2966459150402336
ZKSCAN7,8.951420738320824
ZNF385B,4.3659405858064275
ZNF639,4.054567954440301
ZNF93,2.3351502733894196
ZSCAN31,5.794945446522608
ZYG11A,2.308936511816665
DGCR5,2.607720910714688
AKAIN1,3.069752087433052
CNTN1,13.22155719539739
PLET1,2.260713619264427
LINC01547,27.046108426487017
BCO1,7.065344318647647
PMEL,3.6363944927535323
CLK2P1,4.348277464802439
